assertion_id,passage_id,filename,assertion_type,asserted_by,asserted_on,certainty,stance,voice,note,ref_mode,discursive_function,target_agent_label,agent,target_instance_label,target_event_label,target_concept_label,is_translation,translator_label,target_location_type,target_location_label
1109,1198200200.00016,1198200200.00016.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Cape of Good Hope
1110,1198200200.00016,1198200200.00016.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Africa
1111,1198200200.00017,1198200200.00017.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Libya
1112,1198200200.00017,1198200200.00017.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Italy
1113,1198200200.00017,1198200200.00017.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Germany
1114,1198200200.00018,1198200200.00018.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Gaul
1115,1198200200.00018,1198200200.00018.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Germany
1116,1198200200.00018,1198200200.00018.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,America
1117,1198200200.00018,1198200200.00018.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Europe
1118,1198200200.00020,1198200200.00020.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Africa
1119,1198200200.00023,1198200200.00023.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,municipality,Rome
1120,1198200200.00023,1198200200.00023.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Carthage
1121,1198200200.00023,1198200200.00023.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Africa
1122,1198200200.00025,1198200200.00025.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,River Niger
1123,1198200200.00025,1198200200.00025.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Barbary coast
1124,1198200200.00025,1198200200.00025.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Africa
1125,1198200200.00030,1198200200.00030.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Africa
1126,1198200200.00030,1198200200.00030.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Europe
1127,1198200200.00030,1198200200.00030.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,country,Britain
1128,1198200200.00030,1198200200.00030.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,country,England
1129,1198200200.00031,1198200200.00031.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,West Indies
1130,1198200200.00031,1198200200.00031.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Africa
1131,1198200200.00033,1198200200.00033.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,British West India islands
1132,1198200200.00033,1198200200.00033.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,North America
1133,1198200200.00034,1198200200.00034.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,British West India islands
1134,1198200200.00035,1198200200.00035.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,British West India islands
1135,1198200200.00036,1198200200.00036.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,British West India islands
1136,1198200200.00039,1198200200.00039.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Africa
1137,1198200200.00039,1198200200.00039.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Europe
1138,1198200200.00039,1198200200.00039.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,municipality,Boston
1139,1198200200.00039,1198200200.00039.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,New England
1140,1198200200.00040,1198200200.00040.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Africa
1141,1198200200.00040,1198200200.00040.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Palestine
1142,1198200200.00040,1198200200.00040.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,country,Egypt
1143,1198200200.00040,1198200200.00040.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Libya
1144,1198200200.00040,1198200200.00040.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Mauritania
1145,1198200200.00040,1198200200.00040.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,country,Spain
1146,1198200200.00040,1198200200.00040.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Senegaland
1147,1198200200.00040,1198200200.00040.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Gambia
1148,1198200200.00040,1198200200.00040.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Gold Coast
1149,1198200200.00040,1198200200.00040.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Mount Atlas
1150,1198200200.00042,1198200200.00042.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Gambia
1151,1198200200.00045,1198200200.00045.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Asia
1152,1198200200.00045,1198200200.00045.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Africa
1153,1198200200.00045,1198200200.00045.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Europe
1154,1198200200.00045,1198200200.00045.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,country,Spain
1155,1198200200.00045,1198200200.00045.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Britain
1156,1198200200.00045,1198200200.00045.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,North Pole
1157,1198200200.00047,1198200200.00047.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,country,England
1158,1198200200.00047,1198200200.00047.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,country,Portugal
1159,1198200200.00047,1198200200.00047.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Armenia
1160,1198200200.00047,1198200200.00047.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Arabia
1161,1198200200.00047,1198200200.00047.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Colchis
1162,1198200200.00047,1198200200.00047.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Ethiopia
1163,1198200200.00047,1198200200.00047.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Circassia
1164,1198200200.00049,1198200200.00049.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,country,England
1165,1198200200.00049,1198200200.00049.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,America
1166,1198200200.00049,1198200200.00049.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,East Indies
1167,1198200200.00050,1198200200.00050.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,British West India islands
1168,1198200200.00050,1198200200.00050.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,West Indies
1169,1198200200.00051,1198200200.00051.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Africa
1170,1198200200.00051,1198200200.00051.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,America
1171,1198200200.00052,1198200200.00052.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Africa
1172,1198200200.00052,1198200200.00052.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,West Indies
1173,1198200200.00055,1198200200.00055.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Europe
1174,1198200200.00055,1198200200.00055.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Africa
1175,1198200200.00056,1198200200.00056.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,administrative region,Jamaica
1176,1198200200.00056,1198200200.00056.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,municipality,Port Royal
1177,1198200200.00056,1198200200.00056.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,West Indian islands
1178,1198200200.00056,1198200200.00056.txt,location_ref,ai_annotation,12/22/2025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,country,Great Britain
1179,1596900601.00001,1596900601.00001.txt,discursive_function,ai_annotation,12/22/2025,3,NA,NA,Dedication and paratext front matter,NA,epistolary_prose,NA,NA,NA,NA,NA,NA,NA,NA,NA
1180,1596900601.00001,1596900601.00001.txt,voice,ai_annotation,12/22/2025,3,NA,narrator,Authorial first person address to Parliament,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1181,1596900601.00001,1596900601.00001.txt,thematic_ref,ai_annotation,12/22/2025,3,critiquing,NA,Slave trade condemned as source of misery,NA,NA,NA,NA,NA,NA,slave trade,NA,NA,NA,NA
1182,1596900601.00001,1596900601.00001.txt,thematic_ref,ai_annotation,12/22/2025,3,endorsing,NA,Parliamentary abolition of slave trade urged,NA,NA,NA,NA,NA,NA,abolition of slave trade,NA,NA,NA,NA
1183,1596900601.00001,1596900601.00001.txt,thematic_ref,ai_annotation,12/22/2025,3,endorsing,NA,Christian religion presented as providential benefit,NA,NA,NA,NA,NA,NA,christian religion,NA,NA,NA,NA
1184,1596900601.00001,1596900601.00001.txt,thematic_ref,ai_annotation,12/22/2025,3,endorsing,NA,British liberty and free government praised,NA,NA,NA,NA,NA,NA,british liberty,NA,NA,NA,NA
1185,1596900601.00001,1596900601.00001.txt,thematic_ref,ai_annotation,12/22/2025,3,endorsing,NA,National humanity and liberal sentiments celebrated,NA,NA,NA,NA,NA,NA,humanity,NA,NA,NA,NA
1186,1596900601.00001,1596900601.00001.txt,thematic_ref,ai_annotation,12/22/2025,3,endorsing,NA,Dignity of human nature said to be exalted,NA,NA,NA,NA,NA,NA,dignity of human nature,NA,NA,NA,NA
1187,1596900601.00001,1596900601.00001.txt,thematic_ref,ai_annotation,12/22/2025,3,endorsing,NA,Sufferings interpreted through divine providence,NA,NA,NA,NA,NA,NA,divine providence,NA,NA,NA,NA
1188,1596900601.00001,1596900601.00001.txt,historical_ref,ai_annotation,12/22/2025,3,critiquing,NA,Atlantic slave trade described as horrors tearing Africans from families,NA,NA,NA,NA,NA,atlantic slave trade,NA,NA,NA,NA,
1189,1596900601.00001,1596900601.00001.txt,historical_ref,ai_annotation,12/22/2025,2,endorsing,NA,Reference to coming parliamentary debates on abolition of slave trade,NA,NA,NA,NA,NA,british parliamentary debates on abolition of slave trade,NA,NA,NA,NA,
1190,1596900601.00001,1596900601.00001.txt,location_ref,ai_annotation,12/22/2025,3,neutral,NA,Africa named as author origin,NA,NA,NA,NA,NA,NA,NA,NA,NA,region,Africa
1191,1596900601.00001,1596900601.00001.txt,location_ref,ai_annotation,12/22/2025,3,endorsing,NA,Great Britain praised for liberty and humanity,NA,NA,NA,NA,NA,NA,NA,NA,NA,country,Great Britain
1192,1596900601.00001,1596900601.00001.txt,location_ref,ai_annotation,12/22/2025,3,neutral,NA,England mentioned as place the author arrives after Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,country,England
1193,1596900601.00001,1596900601.00001.txt,location_ref,ai_annotation,12/22/2025,3,neutral,NA,Virginia mentioned as place the author is carried,NA,NA,NA,NA,NA,NA,NA,NA,NA,administrative region,Virginia
1194,1596900601.00001,1596900601.00001.txt,location_ref,ai_annotation,12/22/2025,3,neutral,NA,Mary le bone given as author address,NA,NA,NA,NA,NA,NA,NA,NA,NA,municipality,Mary-le-bone
1195,1596900601.00001,1596900601.00001.txt,location_ref,ai_annotation,12/22/2025,3,neutral,NA,London named as city causing author wonder,NA,NA,NA,NA,NA,NA,NA,NA,NA,municipality,London
1196,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,endorsing,NA,Collective addressee of dedication,NA,NA,Lords Spiritual and Temporal and Commons of the Parliament of Great Britain,NA,NA,NA,NA,NA,NA,NA,NA
1197,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,Author and narrator signing the dedication,NA,NA,Olaudah Equiano also known as Gustavus Vassa,NA,NA,NA,NA,NA,NA,NA,NA
1198,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,His Royal Highness the Prince of Wales,NA,NA,NA,NA,NA,NA,NA,NA
1199,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,His Royal Highness the Duke of York,NA,NA,NA,NA,NA,NA,NA,NA
1200,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,2,neutral,NA,subscriber to Equiano narrative,NA,NA,The Right Hon. the Earl of Ailesbury,NA,NA,NA,NA,NA,NA,NA,NA
1201,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Admiral Affleck,A0111,NA,NA,NA,NA,NA,NA,NA
1202,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr William Abingdon,NA,NA,NA,NA,NA,NA,NA,NA
1203,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr John Abraham,NA,NA,NA,NA,NA,NA,NA,NA
1204,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Reverend Mr Aldridge,NA,NA,NA,NA,NA,NA,NA,NA
1205,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr John Almon,NA,NA,NA,NA,NA,NA,NA,NA
1206,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,2,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr Joseph Armitage,NA,NA,NA,NA,NA,NA,NA,NA
1207,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,2,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr Joseph Athfinihaw,NA,NA,NA,NA,NA,NA,NA,NA
1208,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,2,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr Samuel Atkins,NA,NA,NA,NA,NA,NA,NA,NA
1209,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr John Atwood,NA,NA,NA,NA,NA,NA,NA,NA
1210,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr Thomas Atwood,NA,NA,NA,NA,NA,NA,NA,NA
1211,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr Ashwell,NA,NA,NA,NA,NA,NA,NA,NA
1212,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,2,neutral,NA,subscriber to Equiano narrative,NA,NA,J. C. Almsworth Esq.,NA,NA,NA,NA,NA,NA,NA,NA
1213,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,His Grace the Duke of Bedford,NA,NA,NA,NA,NA,NA,NA,NA
1214,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,2,neutral,NA,subscriber to Equiano narrative,NA,NA,Her Grace the Duchess of Buccleugh,NA,NA,NA,NA,NA,NA,NA,NA
1215,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,The Right Rev. the Lord Bishop of Bangor,NA,NA,NA,NA,NA,NA,NA,NA
1216,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,The Right Hon. Lord Belgrave,NA,NA,NA,NA,NA,NA,NA,NA
1217,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,The Rev. Doctor Baker,A0112,NA,NA,NA,NA,NA,NA,NA
1218,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Matthew Baillie M D,NA,NA,NA,NA,NA,NA,NA,NA
1219,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,1,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr Baillie,NA,NA,NA,NA,NA,NA,NA,NA
1220,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,1,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr J. Baillie,NA,NA,NA,NA,NA,NA,NA,NA
1221,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,David Barclay Esq.,NA,NA,NA,NA,NA,NA,NA,NA
1222,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr Robert Barrett,NA,NA,NA,NA,NA,NA,NA,NA
1223,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr William Barrett,NA,NA,NA,NA,NA,NA,NA,NA
1224,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr John Barnes,NA,NA,NA,NA,NA,NA,NA,NA
1225,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,2,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr John Bartlett,NA,NA,NA,NA,NA,NA,NA,NA
1226,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mrs Baynes,NA,NA,NA,NA,NA,NA,NA,NA
1227,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr Thomas Bellamy,NA,NA,NA,NA,NA,NA,NA,NA
1228,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr J. Bennet,NA,NA,NA,NA,NA,NA,NA,NA
1229,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr William Bennett,NA,NA,NA,NA,NA,NA,NA,NA
1230,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr Bentley,NA,NA,NA,NA,NA,NA,NA,NA
1231,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr Samuel Benson,NA,NA,NA,NA,NA,NA,NA,NA
1232,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mrs Benton,NA,NA,NA,NA,NA,NA,NA,NA
1233,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Reverend Mr Bentley,NA,NA,NA,NA,NA,NA,NA,NA
1234,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,2,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr Thomas Bemly,NA,NA,NA,NA,NA,NA,NA,NA
1235,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Sir John Berney Bart.,NA,NA,NA,NA,NA,NA,NA,NA
1236,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Alexander Blair Esq.,NA,NA,NA,NA,NA,NA,NA,NA
1237,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,James Boocock Esq.,NA,NA,NA,NA,NA,NA,NA,NA
1238,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mrs Bond,NA,NA,NA,NA,NA,NA,NA,NA
1239,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Miss Bond,NA,NA,NA,NA,NA,NA,NA,NA
1240,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mrs Bockhardt,NA,NA,NA,NA,NA,NA,NA,NA
1241,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mrs E. Bonverie,NA,NA,NA,NA,NA,NA,NA,NA
1242,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,2,neutral,NA,subscriber to Equiano narrative,NA,NA,Brand Esq.,NA,NA,NA,NA,NA,NA,NA,NA
1243,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr Martin Brander,NA,NA,NA,NA,NA,NA,NA,NA
1244,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,F. J. Brown Esq. M P,NA,NA,NA,NA,NA,NA,NA,NA
1245,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,2,neutral,NA,subscriber to Equiano narrative,NA,NA,W. Burttal Esq.,NA,NA,NA,NA,NA,NA,NA,NA
1246,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,2,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr Duxton,NA,NA,NA,NA,NA,NA,NA,NA
1247,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr R. L. B.,NA,NA,NA,NA,NA,NA,NA,NA
1248,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Mr W. Button,NA,NA,NA,NA,NA,NA,NA,NA
1249,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,The Right Hon. Lord Cathcart,NA,NA,NA,NA,NA,NA,NA,NA
1250,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,The Right Hon. H. S. Conway,NA,NA,NA,NA,NA,NA,NA,NA
1251,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Lady Emilia Carpenter,NA,NA,NA,NA,NA,NA,NA,NA
1252,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,James Carr Esq.,NA,NA,NA,NA,NA,NA,NA,NA
1253,1596900601.00001,1596900601.00001.txt,personal_ref,ai_annotation,12/22/2025,3,neutral,NA,subscriber to Equiano narrative,NA,NA,Charles Carter Esq.,NA,NA,NA,NA,NA,NA,NA,NA
